чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість,,
100005029;2-6-2024;0,600300926;Shoes type 3, Adidas;1;3408.96;cash;;1608
100005029;2-6-2024;0,600300926;Type 4 shirt, Nike;1;2053.344;cash;;876
100005029;2-6-2024;0,600300926;Cap type 8, Puma;1;462.5152;cash;;290
100005029;2-6-2024;0,600300926;Boots type 1, Adidas;1;7293.79;cash;;3593
100005029;2-6-2024;0,600300926;Pants type 12, Nike;1;1640.312;cash;;758
100005048;6-27-2022;0,782881944;Type 2 ball, Nike;1;83.62;cash;;37
100005048;6-27-2022;0,782881944;Cufflink type 2, Nike;1;231.544;cash;;103
100005054;1-22-2022;0,396736111;T-shirt type 3, Puma;1;616.176;cash;;389
100005056;4-3-2023;0,538391204;T-shirt type 4, Reebok;1;271.6;cash;ПІБ 198;140
100005070;10-31-2023;0,38181713;Flip flops type 3, Puma;1;368.0;non-cash;;230
100005080;7-31-2024;0,796435185;Sneakers type 4, Reebok;1;3502.0;cash;ПІБ 1198;1700
100005080;7-31-2024;0,796435185;Boots type 2, Nike;1;5933.952;cash;ПІБ 1198;2727
100005080;7-31-2024;0,796435185;Shirt type 9, Nike;1;1682.0496;cash;ПІБ 1198;740
100005081;2-27-2022;0,624293981;Boots type 2, Adidas;2;13566.9;non-cash;;6618
100005085;8-8-2022;0,824421296;Tights type 4, Puma;1;297.024;cash;;168
100005085;8-8-2022;0,824421296;Shirt type 2, Puma;1;793.87776;cash;;494
100005085;8-8-2022;0,824421296;Pants type 12, Reebok;1;542.82;cash;;249
100005087;3-9-2023;0,537800926;Sneakers type 1, Reebok;1;2316.6;non-cash;;1053
100005087;3-9-2023;0,537800926;Shirt type 5, Puma;1;971.8128;non-cash;;622
100005088;6-22-2024;0,445671296;Tights type 4, Reebok;1;789.93;non-cash;;393
100005088;6-22-2024;0,445671296;Shoes type 2, Nike;1;3640.83456;non-cash;;1562
100005100;6-7-2023;0,591736111;Cap type 5, Reebok;1;226.24;cash;ПІБ 1086;112
100005100;6-7-2023;0,591736111;Pants type 11, Puma;1;533.92752;cash;ПІБ 1086;329
100005100;6-7-2023;0,591736111;Pants type 8, Reebok;1;2439.36;cash;ПІБ 1086;1232
100005100;6-7-2023;0,591736111;Shoes type 4, Nike;1;5545.0752;cash;ПІБ 1086;2947
100005100;6-7-2023;0,591736111;Shirt type 10, Adidas;2;893.8;cash;ПІБ 1086;410
100005100;6-7-2023;0,591736111;Pants type 5, Nike;1;2028.288;cash;ПІБ 1086;912
100005103;6-22-2023;0,819097222;Shirt type 9, Reebok;2;1092.0;cash;;546
100005134;5-16-2022;0,830532407;T-shirt type 3, Nike;1;492.2;non-cash;;230
100005134;5-16-2022;0,830532407;Boots type 3, Adidas;1;6357.88;non-cash;;2999
100005134;5-16-2022;0,830532407;Type 3 shoes, Nike;2;12103.66976;non-cash;;6704
100005136;1-27-2022;0,577048611;Cufflink type 4, Reebok;1;821.24;cash;ПІБ 365;419
100005136;1-27-2022;0,577048611;Cap type 5, Reebok;1;185.5168;cash;ПІБ 365;112
100005136;1-27-2022;0,577048611;Sneakers type 5, Puma;1;951.2996;cash;ПІБ 365;703
100005136;1-27-2022;0,577048611;Pants type 4, Adidas;1;1339.5;cash;ПІБ 365;705
100005156;12-20-2023;0,587256944;Shirt type 11, Adidas;1;583.358;non-cash;;310
100005160;1-3-2024;0,486273148;T-shirt type 1, Nike;1;452.2;non-cash;ПІБ 38;190
100005160;1-3-2024;0,486273148;Cap type 3, Puma;1;388.44;non-cash;ПІБ 38;249
100005163;3-18-2023;0,591631944;Shirt type 6, Adidas;2;2133.12;cash;;1212
100005179;11-26-2023;0,518564815;Tights type 3, Adidas;1;466.86;cash;;251
100005179;11-26-2023;0,518564815;Shoes type 2, Nike;1;3792.536;cash;;1562
100005214;5-28-2024;0,581724537;T-shirt type 1, Nike;1;284.8944;cash;;139
100005246;1-29-2022;0,436400463;Type 5 shirt, Nike;1;911.744;non-cash;ПІБ 307;419
100005246;1-29-2022;0,436400463;T-shirt type 1, Adidas;1;459.9;non-cash;ПІБ 307;219
100005246;1-29-2022;0,436400463;T-shirt type 3, Puma;2;951.588;non-cash;ПІБ 307;534
100005246;1-29-2022;0,436400463;Cap type 8, Reebok;1;409.64;non-cash;ПІБ 307;209
100005254;6-17-2024;0,560833333;Cap type 7, Adidas;1;323.84;cash;;176
100005254;6-17-2024;0,560833333;Shirt type 10, Puma;1;495.816;cash;;283
100005254;6-17-2024;0,560833333;Tights type 5, Reebok;1;202.5195;cash;;111
100005254;6-17-2024;0,560833333;Boots type 5, Nike;2;12971.6316;cash;;7086
100005254;6-17-2024;0,560833333;Sneakers type 5, Nike;1;1995.2064;cash;;1206
100005263;7-14-2024;0,545335648;Flip flops type 3, Adidas;1;300.49;non-cash;ПІБ 1265;151
100005263;7-14-2024;0,545335648;Pants type 10, Puma;1;1870.2;non-cash;ПІБ 1265;1039
100005288;2-24-2024;0,532222222;Cap type 3, Adidas;1;380.21;cash;;197
100005288;2-24-2024;0,532222222;Shirt type 12, Nike;1;974.028;cash;;471
100005288;2-24-2024;0,532222222;Shirt type 3, Puma;1;273.6;cash;;152
100005288;2-24-2024;0,532222222;Sneakers type 2, Puma;1;1579.056;cash;;982
100005288;2-24-2024;0,532222222;Shirt type 9, Reebok;1;546.0;cash;;273
100005288;2-24-2024;0,532222222;Pants type 10, Puma;1;1514.862;cash;;1039
100005289;2-14-2022;0,812488426;Flip flops type 1, Reebok;1;686.4;cash;;312
100005295;7-27-2022;0,828645833;Cap type 5, Adidas;1;274.329;cash;;163
100005295;7-27-2022;0,828645833;Sneakers type 1, Reebok;1;2316.6;cash;;1053
100005295;7-27-2022;0,828645833;Cap type 8, Reebok;1;364.5796;cash;;209
100005295;7-27-2022;0,828645833;Cufflink type 7, Adidas;1;334.88;cash;;184
100005302;11-22-2022;0,834965278;Pants type 11, Adidas;1;1697.28;cash;ПІБ 40;884
100005302;11-22-2022;0,834965278;Cufflink type 1, Reebok;1;675.8136;cash;ПІБ 40;371
100005306;8-25-2022;0,725625;Cap type 4, Reebok;1;224.812;cash;;124
100005313;4-11-2022;0,865810185;Shirt type 6, Puma;1;551.76;cash;;330
100005313;4-11-2022;0,865810185;Pants type 1, Puma;1;722.304;cash;;418
100005318;6-30-2024;0,387638889;Shoes type 2, Puma;1;3234.944;cash;;2032
100005319;8-2-2024;0,861747685;Cap type 5, Adidas;1;306.603;non-cash;;163
100005319;8-2-2024;0,861747685;Sneakers type 6, Nike;1;3753.696;non-cash;;1923
100005325;9-26-2022;0,710578704;Sneakers type 5, Nike;2;4988.016;non-cash;ПІБ 938;2412
100005325;9-26-2022;0,710578704;Shoes type 4, Nike;1;4794.1796;non-cash;ПІБ 938;2947
100005348;4-22-2023;0,773773148;Pants type 10, Reebok;1;343.44;cash;;162
100005357;1-10-2023;0,726469907;Belt type 1, Adidas;1;618.1713;cash;;291
100005357;1-10-2023;0,726469907;Belt type 3, Nike;1;464.57136;cash;;211
100005357;1-10-2023;0,726469907;Pants type 6, Puma;1;1241.952;cash;;761
100005357;1-10-2023;0,726469907;Cufflink type 5, Reebok;2;525.6;cash;;292
100005357;1-10-2023;0,726469907;Belt type 4, Reebok;1;450.76;cash;;236
100005357;1-10-2023;0,726469907;Shoes type 4, Adidas;2;6878.9376;cash;;3396
100005357;1-10-2023;0,726469907;Pants type 4, Reebok;1;2210.88;cash;;1176
100005377;1-10-2022;0,612638889;T-shirt type 4, Puma;1;234.752;non-cash;;131
100005406;1-26-2023;0,758483796;Pants type 4, Reebok;1;2210.88;non-cash;;1176
100005417;6-17-2023;0,679930556;Type 4 shirt, Nike;2;4106.688;non-cash;ПІБ 614;1752
100005417;6-17-2023;0,679930556;Pants type 8, Adidas;1;2127.06;non-cash;ПІБ 614;1053
100005473;4-11-2024;0,587418981;Type 2 ball, Nike;1;83.62;non-cash;;37
100005473;4-11-2024;0,587418981;Flip flops type 3, Adidas;1;300.49;non-cash;;151
100005481;7-8-2024;0,450300926;Shoes type 1, Adidas;1;3712.5;cash;;1875
100005487;3-20-2022;0,432476852;Boots type 5, Puma;1;2273.648;non-cash;;1286
100005505;9-27-2024;0,572488426;Ball type 2, Puma;1;60.7824;cash;;45
100005507;4-25-2023;0,753414352;Pants type 8, Nike;1;1563.272;non-cash;;743
100005507;4-25-2023;0,753414352;Shirt type 4, Adidas;1;358.98;non-cash;;186
100005507;4-25-2023;0,753414352;Cap type 7, Adidas;1;320.6016;non-cash;;176
100005507;4-25-2023;0,753414352;Sneakers type 1, Adidas;2;5475.4352;non-cash;;3496
100005531;4-11-2024;0,616851852;Pants type 12, Puma;1;296.192;non-cash;;178
100005531;4-11-2024;0,616851852;Shoes type 2, Nike;1;3792.536;non-cash;;1562
100005540;4-15-2022;0,652986111;Cufflink type 7, Reebok;1;512.64;non-cash;;267
100005559;7-21-2022;0,776122685;T-shirt type 4, Reebok;1;271.6;non-cash;ПІБ 485;140
100005578;1-28-2022;0,810914352;Sneakers type 4, Puma;1;1451.904;cash;;912
100005578;1-28-2022;0,810914352;Pants type 10, Reebok;1;343.44;cash;;162
100005578;1-28-2022;0,810914352;Flip flops type 2, Reebok;1;468.7;cash;;218
100005588;12-25-2023;0,591875;Shirt type 12, Adidas;2;1641.6;cash;;912
100005602;2-7-2022;0,768113426;Boots type 2, Nike;2;11393.18784;non-cash;;5454
100005602;2-7-2022;0,768113426;Cap type 1, Reebok;1;495.55;non-cash;;265
100005605;4-15-2024;0,697835648;Cufflink type 4, Reebok;2;1642.48;non-cash;;838
100005671;11-3-2022;0,736759259;Boots type 5, Puma;1;2273.648;non-cash;;1286
100005678;9-8-2024;0,500717593;Pants type 12, Reebok;1;542.82;cash;;249
100005678;9-8-2024;0,500717593;Shirt type 6, Reebok;2;1399.2;cash;;660
100005678;9-8-2024;0,500717593;T-shirt type 7, Nike;1;869.584;cash;;391
100005678;9-8-2024;0,500717593;Cap type 2, Nike;1;546.448;cash;;238
100005678;9-8-2024;0,500717593;Shirt type 2, Puma;1;853.632;cash;;494
100005690;8-26-2022;0,645972222;Cap type 4, Nike;1;573.672;cash;;246
100005690;8-26-2022;0,645972222;Cap type 1, Adidas;2;450.18;cash;;246
100005696;12-4-2022;0,427962963;Cufflink type 4, Reebok;1;656.992;cash;;419
100005723;2-5-2024;0,565011574;T-shirt type 2, Adidas;2;1021.68;cash;;516
100005733;5-15-2024;0,674710648;Shoes type 1, Reebok;1;6119.12;cash;;3122
100005744;1-24-2022;0,596597222;Sneakers type 1, Puma;1;2891.328;cash;ПІБ 1209;1628
100005744;1-24-2022;0,596597222;Cap type 2, Reebok;1;378.4;cash;ПІБ 1209;176
100005753;1-23-2023;0,410393519;Cap type 6, Nike;2;1020.048;non-cash;;474
100005774;4-29-2022;0,581134259;Tights type 4, Reebok;1;789.93;cash;;393
100005774;4-29-2022;0,581134259;T-shirt type 4, Puma;1;234.752;cash;;131
100005777;3-16-2024;0,412673611;Cap type 8, Reebok;1;409.64;cash;ПІБ 465;209
100005780;1-18-2022;0,413564815;Pants type 3, Reebok;1;1850.97;non-cash;;869
100005780;1-18-2022;0,413564815;T-shirt type 2, Adidas;1;510.84;non-cash;;258
100005780;1-18-2022;0,413564815;T-shirt type 2, Reebok;2;822.1642;non-cash;;494
100005780;1-18-2022;0,413564815;Belt type 4, Reebok;1;428.222;non-cash;;236
100005785;8-17-2023;0,505150463;Cap type 3, Reebok;1;516.12;non-cash;;253
100005785;8-17-2023;0,505150463;Cap type 4, Reebok;1;229.4;non-cash;;124
100005785;8-17-2023;0,505150463;Tights type 3, Puma;2;1212.928;non-cash;;736
100005785;8-17-2023;0,505150463;T-shirt type 6, Puma;1;174.0288;non-cash;;110
100005785;8-17-2023;0,505150463;Cap type 4, Puma;2;847.376;non-cash;;502
100005785;8-17-2023;0,505150463;Shoes type 3, Reebok;1;2175.174;non-cash;;1389
100005785;8-17-2023;0,505150463;Shirt type 9, Nike;1;1699.04;non-cash;;740
100005785;8-17-2023;0,505150463;Belt type 1, Adidas;1;637.29;non-cash;;291
100005785;8-17-2023;0,505150463;Type 2 ball, Nike;1;83.62;non-cash;;37
100005785;8-17-2023;0,505150463;Boots type 2, Nike;1;5933.952;non-cash;;2727
100005785;8-17-2023;0,505150463;Flip flops type 1, Nike;1;371.68;non-cash;;184
100005801;5-13-2024;0,688090278;Pants type 1, Puma;1;642.85056;cash;;418
100005818;7-4-2022;0,73962963;Cap type 3, Adidas;2;388.08;non-cash;ПІБ 1034;220
100005818;7-4-2022;0,73962963;Tights type 7, Nike;1;364.816;non-cash;ПІБ 1034;151
100005818;7-4-2022;0,73962963;T-shirt type 1, Adidas;1;797.16;non-cash;ПІБ 1034;364
100005818;7-4-2022;0,73962963;Shoes type 1, Puma;2;6968.2272;non-cash;ПІБ 1034;4530
100005820;2-11-2024;0,689710648;Ball type 1, Adidas;2;120.9;cash;ПІБ 317;62
100005831;8-17-2023;0,461770833;Sneakers type 2, Reebok;1;1295.84;non-cash;;712
100005831;8-17-2023;0,461770833;Shirt type 6, Puma;1;551.76;non-cash;;330
100005831;8-17-2023;0,461770833;Cufflink type 7, Adidas;1;277.9504;non-cash;;184
100005839;2-13-2023;0,399884259;T-shirt type 2, Adidas;2;621.6;non-cash;;336
100005841;9-16-2024;0,584143519;Pants type 7, Puma;1;482.232;cash;ПІБ 138;283
100005841;9-16-2024;0,584143519;Cufflink type 4, Reebok;1;821.24;cash;ПІБ 138;419
100005848;12-28-2022;0,839016204;Cap type 3, Adidas;1;231.0;cash;;110
100005848;12-28-2022;0,839016204;Cufflink type 4, Nike;2;772.24;cash;;394
100005848;12-28-2022;0,839016204;Boots type 4, Reebok;1;7161.1;cash;;3769
100005852;9-25-2023;0,786145833;Pants type 2, Adidas;2;4162.32;cash;;2214
100005852;9-25-2023;0,786145833;Pants type 11, Reebok;1;1816.84;cash;;857
100005852;9-25-2023;0,786145833;Cap type 6, Adidas;1;487.6;cash;;265
100005852;9-25-2023;0,786145833;Sneakers type 4, Adidas;1;1544.51;cash;;739
100005852;9-25-2023;0,786145833;Sneakers type 4, Puma;1;1451.904;cash;;912
100005855;2-8-2022;0,665439815;Pants type 3, Puma;1;412.8;cash;;258
100005861;7-15-2022;0,863738426;T-shirt type 1, Adidas;1;386.316;non-cash;;219
100005861;7-15-2022;0,863738426;Ball type 2, Puma;1;72.36;non-cash;;45
100005874;12-5-2022;0,714479167;Cufflink type 4, Nike;1;386.12;non-cash;;197
100005887;4-12-2022;0,635011574;Tights type 2, Reebok;1;415.8;non-cash;;210
100005887;4-12-2022;0,635011574;Pants type 1, Puma;1;722.304;non-cash;;418
100005887;4-12-2022;0,635011574;Cap type 4, Puma;1;423.688;non-cash;;251
100005887;4-12-2022;0,635011574;Tights type 1, Puma;1;215.496;non-cash;;123
100005887;4-12-2022;0,635011574;T-shirt type 3, Reebok;1;374.595;non-cash;;226
100005892;2-20-2023;0,829918981;Pants type 11, Adidas;1;1697.28;cash;;884
100005898;1-23-2024;0,697638889;Shirt type 12, Puma;1;548.416;cash;;328
100005908;1-3-2022;0,62099537;Flip flops type 1, Reebok;1;597.168;cash;ПІБ 991;312
100005908;1-3-2022;0,62099537;T-shirt type 3, Adidas;1;156.6675;cash;ПІБ 991;75
100005909;9-17-2022;0,767106481;Shoes type 2, Nike;1;3792.536;non-cash;;1562
100005910;7-26-2023;0,701365741;Cap type 7, Adidas;1;320.6016;non-cash;;176
100005910;7-26-2023;0,701365741;Type 1 shirt, Nike;1;1462.67424;non-cash;;837
100005910;7-26-2023;0,701365741;Shirt type 9, Puma;1;669.8;non-cash;;425
100005912;4-17-2022;0,693726852;Boots type 5, Nike;1;6405.744;cash;;3543
100005919;3-28-2022;0,437662037;Sneakers type 5, Adidas;1;1620.81;non-cash;;783
100005919;3-28-2022;0,437662037;Ball type 1, Puma;1;68.3012;non-cash;;43
100005920;11-2-2023;0,728645833;Shoes type 4, Adidas;1;3582.78;cash;ПІБ 223;1698
100005921;11-29-2022;0,80375;Cufflink type 3, Adidas;1;396.44;non-cash;;187
100005921;11-29-2022;0,80375;T-shirt type 1, Nike;1;452.2;non-cash;;190
100005922;1-21-2022;0,420023148;Flip flops type 1, Puma;1;294.84;cash;;189
100005922;1-21-2022;0,420023148;Shirt type 12, Adidas;1;689.472;cash;;456
100005922;1-21-2022;0,420023148;Pants type 4, Adidas;1;1178.76;cash;;705
100005942;11-26-2023;0,408668981;Shirt type 7, Reebok;2;2148.8264;non-cash;;1372
100005942;11-26-2023;0,408668981;Sneakers type 5, Adidas;1;1620.81;non-cash;;783
100005942;11-26-2023;0,408668981;Cap type 8, Reebok;1;409.64;non-cash;;209
100005942;11-26-2023;0,408668981;Boots type 3, Reebok;2;13372.36;non-cash;;6788
100005958;9-5-2024;0,598564815;Boots type 4, Adidas;1;6416.091;cash;;3411
100005958;9-5-2024;0,598564815;Cufflink type 5, Reebok;1;223.38;cash;;146
100005958;9-5-2024;0,598564815;Pants type 6, Reebok;2;2647.92;cash;;1298
100005958;9-5-2024;0,598564815;T-shirt type 2, Adidas;2;621.6;cash;;336
100005961;6-17-2023;0,622800926;Cufflink type 2, Puma;2;748.0704;cash;;506
100005963;3-26-2023;0,442256944;Cufflink type 6, Nike;2;1230.096;cash;;588
100005972;9-29-2024;0,701018519;Tights type 6, Nike;1;536.52;non-cash;;255
100005997;7-20-2022;0,788125;T-shirt type 7, Reebok;1;455.7696;non-cash;;286
100006010;7-5-2024;0,655462963;T-shirt type 5, Adidas;1;627.21;cash;;303
100006013;8-24-2022;0,582546296;Cufflink type 1, Reebok;1;767.97;cash;ПІБ 545;371
100006019;12-18-2023;0,708796296;Sneakers type 4, Puma;1;1451.904;non-cash;;912
100006019;12-18-2023;0,708796296;T-shirt type 7, Adidas;1;364.06;non-cash;;167
100006025;1-14-2022;0,477685185;Boots type 1, Puma;1;6316.816;cash;ПІБ 770;3778
100006056;2-20-2022;0,509074074;Tights type 6, Puma;1;400.13376;cash;;299
100006056;2-20-2022;0,509074074;Shoes type 2, Adidas;1;3228.9696;cash;;1761
100006056;2-20-2022;0,509074074;Pants type 2, Reebok;1;335.49;cash;;159
100006061;11-15-2023;0,659513889;Pants type 10, Nike;1;1158.616;non-cash;;577
100006073;12-17-2023;0,8421875;Pants type 12, Reebok;1;542.82;cash;ПІБ 964;249
100006073;12-17-2023;0,8421875;Sneakers type 3, Nike;1;2651.176;cash;ПІБ 964;1282
100006074;2-11-2024;0,793321759;Shirt type 7, Nike;2;3293.12;cash;;1640
100006074;2-11-2024;0,793321759;Cufflink type 3, Nike;2;1455.636;cash;;700
100006092;11-12-2023;0,421967593;Sneakers type 2, Reebok;1;1205.1312;cash;;712
100006112;8-29-2023;0,595925926;Sneakers type 2, Adidas;1;2117.61;cash;ПІБ 1273;1023
100006112;8-29-2023;0,595925926;Cap type 8, Puma;1;519.68;cash;ПІБ 1273;290
100006112;8-29-2023;0,595925926;Pants type 10, Nike;1;1158.616;cash;ПІБ 1273;577
100006120;9-25-2024;0,67025463;Sneakers type 5, Adidas;1;1361.4804;non-cash;;783
100006120;9-25-2024;0,67025463;Pants type 9, Reebok;1;608.16;non-cash;;336
100006120;9-25-2024;0,67025463;Sneakers type 1, Reebok;1;2316.6;non-cash;;1053
100006120;9-25-2024;0,67025463;Flip flops type 2, Puma;2;637.12;non-cash;;362
100006120;9-25-2024;0,67025463;Boots type 5, Adidas;1;2545.6581;non-cash;;1563
100006122;5-2-2024;0,622673611;Shirt type 7, Puma;1;936.78816;non-cash;ПІБ 208;644
100006131;2-26-2022;0,730335648;Cap type 4, Reebok;1;229.4;non-cash;;124
100006147;9-22-2024;0,592071759;Cap type 1, Puma;1;237.984;non-cash;;134
100006147;9-22-2024;0,592071759;Shirt type 11, Nike;1;1234.5706;non-cash;;659
100006147;9-22-2024;0,592071759;T-shirt type 4, Nike;1;402.28;non-cash;;178
100006147;9-22-2024;0,592071759;Sneakers type 2, Adidas;1;2117.61;non-cash;;1023
100006147;9-22-2024;0,592071759;Cufflink type 6, Nike;1;615.048;non-cash;;294
100006147;9-22-2024;0,592071759;Shirt type 6, Puma;1;468.996;non-cash;;330
100006153;9-12-2024;0,856458333;Cufflink type 4, Reebok;1;821.24;cash;ПІБ 615;419
100006153;9-12-2024;0,856458333;Shirt type 5, Adidas;1;1161.0216;cash;ПІБ 615;779
100006153;9-12-2024;0,856458333;Belt type 2, Nike;1;536.8;cash;ПІБ 615;220
100006153;9-12-2024;0,856458333;Shirt type 6, Reebok;1;699.6;cash;ПІБ 615;330
100006153;9-12-2024;0,856458333;Shirt type 5, Reebok;1;971.88;cash;ПІБ 615;534
100006153;9-12-2024;0,856458333;Pants type 7, Reebok;1;1571.7;cash;ПІБ 615;806
100006153;9-12-2024;0,856458333;Belt type 4, Adidas;1;394.218;cash;ПІБ 615;181
100006153;9-12-2024;0,856458333;Tights type 1, Puma;1;215.496;cash;ПІБ 615;123
100006171;9-30-2023;0,496956019;Cufflink type 1, Adidas;1;526.62;cash;;262
100006174;5-14-2022;0,819664352;Pants type 5, Reebok;1;2076.68;cash;;1076
100006206;11-24-2022;0,737384259;Belt type 4, Puma;1;349.06464;non-cash;;268
100006206;11-24-2022;0,737384259;Pants type 7, Adidas;1;1984.32;non-cash;;954
100006208;12-30-2023;0,563356481;Belt type 1, Reebok;1;564.7696;cash;;298
100006217;10-13-2022;0,7475;T-shirt type 3, Nike;2;1070.0;non-cash;ПІБ 467;500
100006217;10-13-2022;0,7475;Sneakers type 4, Puma;2;2903.808;non-cash;ПІБ 467;1824
100006217;10-13-2022;0,7475;Belt type 1, Nike;1;247.4208;non-cash;ПІБ 467;121
100006217;10-13-2022;0,7475;Pants type 7, Adidas;1;1984.32;non-cash;ПІБ 467;954
100006227;6-20-2022;0,651979167;Sneakers type 5, Adidas;1;1296.648;cash;;783
100006238;12-14-2023;0,708263889;Sneakers type 2, Reebok;2;2591.68;cash;;1424
100006253;1-7-2024;0,499861111;Cap type 1, Nike;1;464.112;cash;;198
100006253;1-7-2024;0,499861111;Belt type 2, Adidas;1;325.95;cash;;159
100006253;1-7-2024;0,499861111;Cap type 4, Reebok;1;229.4;cash;;124
100006266;6-30-2022;0,414965278;Pants type 11, Reebok;1;1816.84;non-cash;ПІБ 849;857
100006266;6-30-2022;0,414965278;Cufflink type 6, Reebok;1;330.616;non-cash;ПІБ 849;221
100006278;8-15-2022;0,628715278;Tights type 1, Nike;2;1030.176;cash;ПІБ 990;504
100006280;2-9-2022;0,530335648;Shoes type 3, Reebok;1;2500.2;non-cash;;1389
100006280;2-9-2022;0,530335648;T-shirt type 5, Nike;1;568.4;non-cash;;245
100006280;2-9-2022;0,530335648;Cufflink type 6, Puma;1;325.4908;non-cash;;205
100006282;6-30-2023;0,491782407;Tights type 2, Reebok;1;415.8;cash;ПІБ 13;210
100006282;6-30-2023;0,491782407;Pants type 10, Nike;1;1158.616;cash;ПІБ 13;577
100006282;6-30-2023;0,491782407;T-shirt type 7, Puma;1;201.552;cash;ПІБ 13;114
100006282;6-30-2023;0,491782407;Boots type 6, Reebok;1;6011.8296;cash;ПІБ 13;2814
100006282;6-30-2023;0,491782407;Cap type 2, Nike;2;1083.32;cash;ПІБ 13;530
100006292;8-22-2024;0,422037037;Boots type 5, Adidas;1;2860.29;non-cash;;1563
100006292;8-22-2024;0,422037037;T-shirt type 1, Reebok;1;189.2;non-cash;;88
100006295;7-5-2024;0,6678125;Boots type 4, Reebok;2;13176.424;non-cash;;7538
100006299;8-16-2024;0,672743056;T-shirt type 3, Adidas;1;137.6775;non-cash;;75
100006300;12-6-2023;0,575625;Cufflink type 4, Nike;1;351.3692;non-cash;ПІБ 1013;197
100006302;7-26-2022;0,406493056;Belt type 4, Puma;1;430.944;non-cash;ПІБ 1036;268
100006302;7-26-2022;0,406493056;Pants type 9, Puma;1;858.28;non-cash;ПІБ 1036;499
100006302;7-26-2022;0,406493056;Pants type 9, Adidas;1;428.45;non-cash;ПІБ 1036;205
100006302;7-26-2022;0,406493056;Cap type 4, Adidas;1;562.8;non-cash;ПІБ 1036;280
100006302;7-26-2022;0,406493056;Ball type 1, Puma;1;71.896;non-cash;ПІБ 1036;43
100006302;7-26-2022;0,406493056;Boots type 1, Adidas;1;7293.79;non-cash;ПІБ 1036;3593
100006303;8-15-2023;0,700208333;Cap type 1, Adidas;1;225.09;cash;;123
100006303;8-15-2023;0,700208333;Pants type 4, Reebok;1;2210.88;cash;;1176
100006303;8-15-2023;0,700208333;Tights type 5, Adidas;2;1472.64;cash;;708
100006303;8-15-2023;0,700208333;Cufflink type 2, Nike;1;222.28224;cash;;103
100006336;6-20-2022;0,709675926;Belt type 2, Nike;1;536.8;non-cash;ПІБ 378;220
100006344;6-7-2023;0,772152778;Pants type 3, Adidas;1;2062.393;non-cash;;1102
100006354;9-16-2022;0,83755787;Boots type 5, Puma;1;2114.49264;cash;ПІБ 1235;1286
100006357;7-26-2023;0,624918981;Flip flops type 2, Adidas;2;1397.84;non-cash;;692
100006363;1-28-2022;0,727766204;Cufflink type 3, Reebok;1;719.44;cash;;391
100006363;1-28-2022;0,727766204;Cufflink type 3, Puma;1;623.0016;cash;;390
100006365;3-2-2022;0,770798611;Pants type 12, Reebok;2;1085.64;cash;;498
100006370;10-13-2022;0,734212963;Belt type 3, Puma;1;593.712;cash;;342
100006370;10-13-2022;0,734212963;Pants type 7, Puma;2;964.464;cash;;566
100006370;10-13-2022;0,734212963;Cufflink type 6, Nike;2;1230.096;cash;;588
100006372;8-18-2022;0,531365741;Boots type 4, Nike;1;5820.43392;cash;ПІБ 1075;2868
100006372;8-18-2022;0,531365741;T-shirt type 1, Nike;1;339.16;cash;ПІБ 1075;139
100006383;9-14-2022;0,845023148;Cufflink type 2, Puma;1;445.28;non-cash;;253
100006399;1-24-2024;0,428020833;Tights type 3, Puma;1;503.36512;cash;;368
100006449;10-15-2023;0,789097222;T-shirt type 3, Adidas;2;1246.56;non-cash;;636
100006449;10-15-2023;0,789097222;Cufflink type 3, Adidas;2;792.88;non-cash;;374
100006450;10-25-2023;0,743414352;T-shirt type 5, Nike;1;568.4;non-cash;ПІБ 889;245
100006451;10-1-2023;0,431238426;Shirt type 6, Puma;1;551.76;cash;;330
100006451;10-1-2023;0,431238426;Pants type 10, Puma;1;1870.2;cash;;1039
100006451;10-1-2023;0,431238426;Shoes type 2, Puma;1;3234.944;cash;;2032
100006457;9-11-2023;0,642881944;Belt type 3, Reebok;1;714.42;non-cash;ПІБ 307;378
100006457;9-11-2023;0,642881944;Shirt type 10, Reebok;1;1125.72;non-cash;ПІБ 307;531
100006458;2-28-2022;0,720856481;Cufflink type 1, Adidas;1;489.7566;cash;;262
100006459;8-20-2023;0,724872685;Shoes type 2, Nike;1;3754.61064;cash;;1562
100006477;4-14-2023;0,427013889;Pants type 5, Reebok;1;2076.68;cash;ПІБ 1147;1076
100006477;4-14-2023;0,427013889;Boots type 3, Reebok;1;6686.18;cash;ПІБ 1147;3394
100006491;4-24-2023;0,511770833;Tights type 2, Adidas;1;107.52;cash;;56
100006494;1-29-2024;0,596689815;Shirt type 6, Puma;1;452.4432;cash;;330
100006494;1-29-2024;0,596689815;Sneakers type 3, Reebok;1;1647.824;cash;;1138
100006494;1-29-2024;0,596689815;Cap type 2, Adidas;1;630.72;cash;;292
100006494;1-29-2024;0,596689815;Shirt type 5, Puma;1;971.8128;cash;;622
100006494;1-29-2024;0,596689815;Pants type 7, Nike;1;2296.83984;cash;;1299
100006501;6-11-2024;0,634189815;Cufflink type 3, Adidas;1;329.0452;non-cash;;187
100006501;6-11-2024;0,634189815;Cap type 8, Puma;1;519.68;non-cash;;290
100006505;8-25-2023;0,75130787;Tights type 1, Nike;1;494.48448;cash;;252
