№ чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість
100004809;3-6-2022;0,72630787;Shirt type 5, Adidas;1;1333.0248;non-cash;ПІБ 1198;779
100004839;10-13-2023;0,778020833;Boots type 2, Reebok;1;2607.95;non-cash;;1213
100004839;10-13-2023;0,778020833;Cap type 1, Reebok;1;495.55;non-cash;;265
100004839;10-13-2023;0,778020833;T-shirt type 5, Reebok;1;700.91;non-cash;;323
100004839;10-13-2023;0,778020833;Cap type 6, Reebok;1;203.3;non-cash;;107
100004839;10-13-2023;0,778020833;Tights type 3, Adidas;1;466.86;non-cash;;251
100004839;10-13-2023;0,778020833;Boots type 4, Puma;1;5809.6;non-cash;;3631
100004839;10-13-2023;0,778020833;Shirt type 7, Adidas;1;1271.205;non-cash;;795
100004839;10-13-2023;0,778020833;Shirt type 1, Puma;1;1426.128;non-cash;;814
100004840;4-18-2024;0,458738426;Pants type 8, Nike;2;3126.544;non-cash;;1486
100004843;10-7-2023;0,831006944;Shirt type 5, Puma;1;1044.96;cash;ПІБ 1076;622
100004843;10-7-2023;0,831006944;Shoes type 3, Puma;1;5261.256;cash;ПІБ 1076;3003
100004844;12-13-2023;0,504456019;T-shirt type 4, Adidas;1;195.489;non-cash;;107
100004844;12-13-2023;0,504456019;Cap type 4, Adidas;1;529.032;non-cash;;280
100004844;12-13-2023;0,504456019;Cap type 2, Puma;1;380.16;non-cash;;220
100004844;12-13-2023;0,504456019;Cap type 2, Nike;1;541.66;non-cash;;265
100004846;4-14-2023;0,601956019;Shirt type 12, Puma;1;526.47936;non-cash;;328
100004846;4-14-2023;0,601956019;Flip flops type 2, Nike;1;708.6208;non-cash;;332
100004846;4-14-2023;0,601956019;Pants type 6, Reebok;1;1138.6056;non-cash;;649
100004846;4-14-2023;0,601956019;Cap type 4, Nike;2;1147.344;non-cash;;492
100004846;4-14-2023;0,601956019;Cufflink type 3, Adidas;1;396.44;non-cash;;187
100004846;4-14-2023;0,601956019;Cap type 2, Puma;2;760.32;non-cash;;440
100004846;4-14-2023;0,601956019;Cap type 3, Adidas;1;231.0;non-cash;;110
100004846;4-14-2023;0,601956019;Type 2 ball, Nike;1;83.62;non-cash;;37
100004858;5-13-2023;0,407407407;Boots type 3, Reebok;1;6686.18;cash;;3394
100004858;5-13-2023;0,407407407;Belt type 3, Adidas;1;365.4;cash;;203
100004858;5-13-2023;0,407407407;T-shirt type 4, Nike;1;594.336;cash;;246
100004864;7-5-2024;0,562372685;Pants type 1, Puma;1;722.304;cash;ПІБ 185;418
100004864;7-5-2024;0,562372685;T-shirt type 7, Nike;1;869.584;cash;ПІБ 185;391
100004892;7-10-2022;0,848541667;Boots type 1, Nike;1;6055.728;non-cash;;2814
100004905;8-9-2024;0,778854167;Sneakers type 6, Puma;1;2577.472;cash;;1564
100004905;8-9-2024;0,778854167;Cufflink type 5, Reebok;1;215.496;cash;;146
100004914;9-9-2023;0,40306713;Flip flops type 2, Puma;1;318.56;cash;;181
100004922;4-5-2023;0,7378125;Shirt type 8, Adidas;1;526.2165;non-cash;;355
100004922;4-5-2023;0,7378125;Tights type 2, Reebok;1;411.642;non-cash;;210
100004927;9-26-2022;0,521261574;Pants type 10, Puma;1;1851.498;non-cash;;1039
100004942;10-30-2022;0,757175926;Shoes type 2, Nike;2;7585.072;non-cash;;3124
100004942;10-30-2022;0,757175926;Sneakers type 2, Reebok;1;1101.464;non-cash;;712
100004954;6-14-2022;0,769664352;Sneakers type 5, Puma;1;1119.176;non-cash;;703
100005001;4-28-2022;0,802824074;Boots type 3, Nike;1;6945.9264;non-cash;;3312
100005001;4-28-2022;0,802824074;Shirt type 1, Adidas;1;914.82;non-cash;;474
100005026;3-24-2022;0,617800926;Cap type 6, Puma;1;391.56;cash;;251
100005027;7-2-2024;0,455023148;Sneakers type 4, Puma;2;2903.808;cash;;1824
100005027;7-2-2024;0,455023148;T-shirt type 4, Nike;1;594.336;cash;;246
100005047;8-9-2023;0,548032407;Cap type 3, Adidas;1;231.0;cash;;110
100005069;2-3-2023;0,644155093;Shirt type 6, Puma;1;551.76;non-cash;;330
100005069;2-3-2023;0,644155093;T-shirt type 5, Adidas;1;627.21;non-cash;;303
100005069;2-3-2023;0,644155093;Pants type 8, Nike;1;1563.272;non-cash;;743
100005099;8-28-2024;0,846238426;Pants type 6, Puma;2;2483.904;cash;;1522
100005099;8-28-2024;0,846238426;Cap type 3, Reebok;1;315.57;cash;;157
100005119;5-9-2023;0,428888889;Cufflink type 1, Puma;1;227.88;non-cash;ПІБ 821;135
100005119;5-9-2023;0,428888889;Shirt type 8, Reebok;1;1187.93;non-cash;ПІБ 821;563
100005119;5-9-2023;0,428888889;Shirt type 12, Adidas;1;787.968;non-cash;ПІБ 821;456
100005119;5-9-2023;0,428888889;Cap type 1, Adidas;1;295.365;non-cash;ПІБ 821;175
100005119;5-9-2023;0,428888889;Cap type 7, Reebok;2;748.8;non-cash;ПІБ 821;390
100005119;5-9-2023;0,428888889;T-shirt type 7, Adidas;1;364.06;non-cash;ПІБ 821;167
100005119;5-9-2023;0,428888889;T-shirt type 1, Nike;1;452.2;non-cash;ПІБ 821;190
100005123;12-27-2022;0,707222222;Shirt type 7, Reebok;1;1310.26;non-cash;ПІБ 698;686
100005123;12-27-2022;0,707222222;Boots type 1, Reebok;1;4622.826;non-cash;ПІБ 698;2535
100005137;8-5-2023;0,441041667;Shirt type 8, Nike;2;2345.776;cash;;1084
100005146;2-25-2023;0,825949074;Cap type 6, Reebok;1;203.3;non-cash;ПІБ 641;107
100005171;2-13-2023;0,435023148;Pants type 1, Reebok;1;2057.3532;non-cash;;981
100005171;2-13-2023;0,435023148;Shoes type 2, Nike;1;3716.68528;non-cash;;1562
100005172;6-27-2022;0,451990741;Pants type 8, Puma;1;759.632;cash;;482
100005176;5-12-2024;0,529328704;Shirt type 5, Reebok;1;777.504;cash;;534
100005186;6-7-2024;0,617384259;Cufflink type 7, Reebok;2;1025.28;cash;;534
100005187;2-26-2023;0,623333333;Cufflink type 3, Nike;1;782.6;non-cash;;350
100005189;3-5-2024;0,60212963;Belt type 3, Adidas;1;365.4;cash;;203
100005198;3-12-2022;0,724513889;Flip flops type 2, Nike;2;1540.48;non-cash;ПІБ 1224;664
100005208;11-13-2022;0,407916667;Shirt type 11, Reebok;1;1481.48;non-cash;;814
100005208;11-13-2022;0,407916667;Tights type 4, Adidas;1;688.2;non-cash;;370
100005216;5-21-2024;0,830763889;Shirt type 6, Puma;1;551.76;cash;;330
100005216;5-21-2024;0,830763889;Cap type 3, Puma;1;398.28712;cash;;287
100005237;3-9-2023;0,50087963;Flip flops type 3, Reebok;1;481.14;non-cash;ПІБ 184;243
100005257;12-5-2022;0,530659722;Shirt type 12, Reebok;1;1276.87;cash;;629
100005261;1-13-2024;0,393634259;Cap type 2, Puma;1;314.64;cash;;190
100005261;1-13-2024;0,393634259;Shoes type 2, Adidas;1;3363.51;cash;;1761
100005261;1-13-2024;0,393634259;Pants type 12, Adidas;1;974.46;cash;;447
100005261;1-13-2024;0,393634259;Cufflink type 6, Puma;1;365.72;cash;;205
100005261;1-13-2024;0,393634259;Belt type 4, Puma;1;379.23072;cash;;268
100005273;5-24-2024;0,553923611;Tights type 5, Reebok;1;227.55;cash;ПІБ 505;111
100005274;8-21-2022;0,519293981;Type 2 ball, Reebok;2;200.22;cash;ПІБ 416;94
100005274;8-21-2022;0,519293981;T-shirt type 4, Reebok;1;271.6;cash;ПІБ 416;140
100005275;9-1-2024;0,385613426;Type 2 ball, Nike;2;167.24;cash;;74
100005275;9-1-2024;0,385613426;Pants type 8, Nike;1;1563.272;cash;;743
100005275;9-1-2024;0,385613426;Boots type 4, Puma;1;5809.6;cash;;3631
100005275;9-1-2024;0,385613426;Boots type 6, Reebok;1;6134.52;cash;;2814
100005275;9-1-2024;0,385613426;Tights type 4, Nike;1;289.788;cash;;123
100005275;9-1-2024;0,385613426;Pants type 6, Reebok;2;2647.92;cash;;1298
100005275;9-1-2024;0,385613426;Type 4 shirt, Reebok;1;1673.9;cash;;881
100005286;3-24-2024;0,381724537;Pants type 2, Nike;1;1406.532;non-cash;;597
100005286;3-24-2024;0,381724537;Flip flops type 1, Puma;1;294.84;non-cash;;189
100005315;9-22-2024;0,820578704;Pants type 3, Reebok;1;1813.9506;non-cash;;869
100005345;8-24-2023;0,871689815;Pants type 12, Nike;1;1640.312;non-cash;;758
100005361;5-3-2022;0,610509259;Boots type 5, Reebok;1;5673.87;cash;;2741
100005366;6-3-2022;0,382696759;T-shirt type 5, Nike;1;568.4;cash;ПІБ 887;245
100005374;12-11-2022;0,769803241;Cap type 2, Puma;1;251.712;cash;;190
100005379;2-12-2022;0,803576389;Cap type 8, Reebok;1;409.64;cash;;209
100005410;1-19-2024;0,458703704;Cufflink type 3, Reebok;1;625.9128;non-cash;;391
100005412;5-24-2024;0,751516204;Sneakers type 1, Adidas;1;2871.2648;cash;;1748
100005412;5-24-2024;0,751516204;Shirt type 12, Adidas;1;820.8;cash;;456
100005448;4-5-2023;0,466435185;Tights type 6, Puma;1;487.968;cash;;299
100005448;4-5-2023;0,466435185;Sneakers type 1, Adidas;1;3338.68;cash;;1748
100005454;6-7-2023;0,850208333;Flip flops type 1, Nike;2;683.8912;cash;ПІБ 1235;368
100005454;6-7-2023;0,850208333;Sneakers type 2, Puma;1;1579.056;cash;ПІБ 1235;982
100005454;6-7-2023;0,850208333;Pants type 11, Puma;1;539.37576;cash;ПІБ 1235;329
100005454;6-7-2023;0,850208333;Pants type 1, Nike;1;2275.036;cash;ПІБ 1235;937
100005462;3-30-2023;0,805289352;Shirt type 7, Puma;1;926.02048;non-cash;;644
100005463;4-6-2022;0,829502315;Shirt type 9, Reebok;2;1092.0;cash;;546
100005464;2-11-2023;0,670023148;Boots type 5, Puma;1;1887.12784;cash;ПІБ 1031;1286
100005483;5-27-2022;0,588576389;Tights type 7, Adidas;1;637.632;cash;;369
100005483;5-27-2022;0,588576389;T-shirt type 2, Reebok;1;385.2;cash;;214
100005483;5-27-2022;0,588576389;Tights type 6, Puma;2;975.936;cash;;598
100005517;9-4-2023;0,594201389;Tights type 3, Puma;2;1212.928;cash;;736
100005517;9-4-2023;0,594201389;Pants type 5, Reebok;1;2076.68;cash;;1076
100005517;9-4-2023;0,594201389;Shoes type 1, Nike;1;3176.892;cash;;1611
100005527;12-18-2023;0,382094907;Shirt type 6, Reebok;1;699.6;non-cash;;330
100005543;9-13-2024;0,610902778;T-shirt type 1, Puma;1;233.696;cash;;134
100005543;9-13-2024;0,610902778;Cap type 1, Nike;1;464.112;cash;;198
100005545;7-13-2023;0,79125;Boots type 3, Nike;2;13041.3312;non-cash;;6624
100005545;7-13-2023;0,79125;Belt type 3, Reebok;1;714.42;non-cash;;378
100005566;7-9-2024;0,456076389;Pants type 6, Reebok;2;2303.6904;non-cash;;1298
100005566;7-9-2024;0,456076389;Shirt type 8, Reebok;1;1187.93;non-cash;;563
100005600;8-17-2023;0,494201389;T-shirt type 1, Reebok;1;294.196;cash;ПІБ 928;158
100005600;8-17-2023;0,494201389;Pants type 2, Adidas;2;4162.32;cash;ПІБ 928;2214
100005600;8-17-2023;0,494201389;T-shirt type 1, Adidas;1;781.2168;cash;ПІБ 928;364
100005618;3-21-2023;0,391631944;Shirt type 8, Adidas;1;649.65;non-cash;;355
100005618;3-21-2023;0,391631944;Sneakers type 2, Nike;1;4510.9152;non-cash;;1964
100005618;3-21-2023;0,391631944;Belt type 4, Puma;1;430.944;non-cash;;268
100005629;4-10-2024;0,848564815;Pants type 9, Nike;1;815.648;non-cash;;359
100005629;4-10-2024;0,848564815;T-shirt type 5, Nike;1;568.4;non-cash;;245
100005632;4-19-2024;0,7440625;Cufflink type 1, Puma;1;193.698;non-cash;ПІБ 317;135
100005634;1-23-2024;0,747962963;Belt type 2, Puma;1;220.68192;non-cash;;146
100005642;12-8-2022;0,413078704;Cufflink type 5, Reebok;1;262.8;cash;;146
100005642;12-8-2022;0,413078704;T-shirt type 7, Adidas;1;364.06;cash;;167
100005642;12-8-2022;0,413078704;Shirt type 11, Adidas;1;601.4;cash;;310
100005649;6-13-2023;0,870289352;Shirt type 2, Puma;1;853.632;cash;;494
100005655;5-25-2023;0,447118056;Sneakers type 3, Puma;1;3159.72;cash;;1965
100005655;5-25-2023;0,447118056;Cufflink type 4, Reebok;1;821.24;cash;;419
100005655;5-25-2023;0,447118056;Cap type 1, Reebok;1;529.2;cash;;245
100005655;5-25-2023;0,447118056;Shirt type 12, Puma;1;482.60608;cash;;328
100005669;2-23-2022;0,454756944;Shoes type 2, Reebok;1;3505.6476;non-cash;;2378
100005669;2-23-2022;0,454756944;Pants type 8, Reebok;1;2439.36;non-cash;;1232
100005669;2-23-2022;0,454756944;Cufflink type 7, Nike;2;1163.232;non-cash;;504
100005694;6-16-2024;0,727615741;Sneakers type 1, Reebok;2;4633.2;cash;;2106
100005697;7-28-2023;0,863217593;Pants type 10, Reebok;1;343.44;cash;;162
100005697;7-28-2023;0,863217593;Cufflink type 3, Puma;1;648.96;cash;;390
100005699;1-22-2024;0,616446759;Pants type 1, Puma;1;722.304;cash;;418
100005699;1-22-2024;0,616446759;Boots type 3, Nike;1;6662.4192;cash;;3312
100005699;1-22-2024;0,616446759;Shirt type 6, Reebok;1;699.6;cash;;330
100005704;5-13-2023;0,464710648;T-shirt type 1, Reebok;1;189.2;cash;;88
100005704;5-13-2023;0,464710648;Cufflink type 6, Adidas;1;356.85;cash;;183
100005704;5-13-2023;0,464710648;Flip flops type 1, Nike;1;308.4944;cash;;184
100005704;5-13-2023;0,464710648;Tights type 7, Puma;1;565.76;cash;;320
100005713;11-2-2022;0,760868056;Cap type 1, Adidas;1;222.8391;cash;;123
100005713;11-2-2022;0,760868056;Type 4 shirt, Reebok;1;1673.9;cash;;881
100005716;9-4-2023;0,709560185;T-shirt type 4, Nike;1;594.336;non-cash;;246
100005716;9-4-2023;0,709560185;T-shirt type 2, Reebok;1;461.89;non-cash;;247
100005716;9-4-2023;0,709560185;Cufflink type 6, Reebok;1;413.27;non-cash;;221
100005716;9-4-2023;0,709560185;T-shirt type 4, Reebok;2;616.7952;non-cash;;348
100005716;9-4-2023;0,709560185;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100005719;9-3-2023;0,500844907;Boots type 6, Reebok;1;6134.52;non-cash;;2814
100005747;2-24-2022;0,587488426;T-shirt type 2, Reebok;1;461.89;cash;ПІБ 569;247
100005747;2-24-2022;0,587488426;Flip flops type 3, Adidas;1;294.4802;cash;ПІБ 569;151
100005747;2-24-2022;0,587488426;Shoes type 2, Adidas;1;3363.51;cash;ПІБ 569;1761
100005747;2-24-2022;0,587488426;Tights type 2, Puma;1;427.648;cash;ПІБ 569;257
100005747;2-24-2022;0,587488426;Sneakers type 1, Adidas;1;3338.68;cash;ПІБ 569;1748
100005747;2-24-2022;0,587488426;Cap type 7, Adidas;1;323.84;cash;ПІБ 569;176
100005747;2-24-2022;0,587488426;Cap type 8, Puma;1;519.68;cash;ПІБ 569;290
100005752;9-12-2022;0,418020833;Pants type 11, Reebok;1;1762.3348;cash;;857
100005752;9-12-2022;0,418020833;Cufflink type 1, Adidas;1;526.62;cash;;262
100005752;9-12-2022;0,418020833;Shirt type 9, Adidas;1;1818.46;cash;;838
100005755;10-18-2023;0,783425926;Cufflink type 7, Reebok;1;512.64;cash;;267
100005755;10-18-2023;0,783425926;Type 4 shirt, Reebok;1;1673.9;cash;;881
100005755;10-18-2023;0,783425926;Cap type 4, Puma;1;423.688;cash;;251
100005759;5-18-2024;0,812326389;Cap type 7, Adidas;1;323.84;cash;;176
100005759;5-18-2024;0,812326389;Boots type 1, Nike;1;6055.728;cash;;2814
100005782;7-22-2024;0,487974537;Tights type 4, Nike;1;289.788;non-cash;;123
100005783;1-30-2023;0,43349537;Shirt type 3, Adidas;2;1345.896;cash;;744
100005803;8-28-2023;0,756712963;Shirt type 12, Puma;1;526.47936;cash;;328
100005803;8-28-2023;0,756712963;Type 1 ball, Reebok;1;93.74;cash;;43
100005823;10-5-2022;0,620972222;Cap type 7, Reebok;1;374.4;cash;ПІБ 686;195
100005823;10-5-2022;0,620972222;Cufflink type 7, Puma;1;196.0;cash;ПІБ 686;125
100005834;11-3-2022;0,452280093;Flip flops type 3, Adidas;1;273.4459;non-cash;;151
100005834;11-3-2022;0,452280093;Belt type 1, Puma;1;310.184;non-cash;;191
100005871;7-17-2024;0,402696759;Belt type 3, Nike;1;469.264;cash;;211
100005871;7-17-2024;0,402696759;Shoes type 2, Nike;1;3792.536;cash;;1562
100005871;7-17-2024;0,402696759;Type 2 shirt, Reebok;1;554.4;cash;;252
100005886;6-22-2024;0,745474537;Cufflink type 2, Adidas;1;380.88;non-cash;ПІБ 858;207
100005900;6-3-2022;0,861238426;Cap type 3, Reebok;2;631.14;cash;;314
100005900;6-3-2022;0,861238426;Cap type 4, Adidas;1;562.8;cash;;280
100005915;6-1-2022;0,862407407;Tights type 4, Adidas;1;688.2;non-cash;;370
100005917;8-9-2024;0,764594907;Shirt type 2, Puma;1;768.2688;non-cash;ПІБ 677;494
100005926;10-26-2022;0,485196759;Shirt type 10, Nike;1;397.46;cash;;167
100005927;9-16-2023;0,577280093;Cap type 6, Puma;1;321.0792;cash;;251
100005938;4-3-2022;0,386365741;Shirt type 8, Puma;1;475.2;cash;;264
100005950;6-5-2023;0,4025;Boots type 3, Reebok;2;13372.36;cash;ПІБ 998;6788
100005950;6-5-2023;0,4025;Type 4 shirt, Reebok;1;1406.076;cash;ПІБ 998;881
100005950;6-5-2023;0,4025;Tights type 3, Reebok;1;321.264;cash;ПІБ 998;184
100005965;5-2-2022;0,663136574;Cufflink type 2, Puma;1;445.28;non-cash;;253
100005965;5-2-2022;0,663136574;T-shirt type 3, Nike;1;535.0;non-cash;;250
100005965;5-2-2022;0,663136574;Shirt type 2, Adidas;1;1007.4;non-cash;;460
100005968;10-25-2023;0,833472222;Cap type 4, Reebok;1;229.4;cash;;124
100005992;3-31-2024;0,793888889;Boots type 3, Reebok;1;6686.18;cash;ПІБ 628;3394
100005992;3-31-2024;0,793888889;Flip flops type 1, Adidas;1;317.4795;cash;ПІБ 628;195
100005992;3-31-2024;0,793888889;Shirt type 6, Reebok;1;699.6;cash;ПІБ 628;330
100005992;3-31-2024;0,793888889;T-shirt type 4, Puma;1;234.752;cash;ПІБ 628;131
100005993;9-2-2023;0,609548611;Shirt type 1, Puma;1;1183.68624;non-cash;;814
100005996;6-16-2023;0,394351852;Boots type 2, Adidas;1;6783.45;cash;;3309
100006002;9-28-2022;0,400208333;Cap type 3, Reebok;1;299.7915;cash;;157
100006002;9-28-2022;0,400208333;Boots type 2, Adidas;1;6783.45;cash;;3309
100006002;9-28-2022;0,400208333;Shoes type 2, Adidas;1;3363.51;cash;;1761
100006002;9-28-2022;0,400208333;Shirt type 9, Reebok;1;518.7;cash;;273
100006011;10-18-2022;0,797731481;T-shirt type 2, Nike;1;431.136;non-cash;;216
100006011;10-18-2022;0,797731481;Cap type 2, Reebok;1;378.4;non-cash;;176
100006011;10-18-2022;0,797731481;Pants type 10, Puma;1;1514.862;non-cash;;1039
100006021;9-6-2024;0,599386574;Cap type 3, Nike;1;299.9304;cash;ПІБ 632;165
100006054;1-12-2023;0,419814815;Shoes type 2, Nike;1;3792.536;cash;ПІБ 812;1562
100006054;1-12-2023;0,419814815;Cufflink type 4, Puma;1;788.04;cash;ПІБ 812;495
100006095;2-8-2024;0,816469907;Shirt type 1, Puma;1;1312.03776;cash;;814
100006095;2-8-2024;0,816469907;Pants type 8, Reebok;2;4244.4864;cash;;2464
100006098;10-7-2022;0,749513889;T-shirt type 1, Reebok;1;189.2;cash;;88
100006098;10-7-2022;0,749513889;Belt type 4, Puma;1;344.7552;cash;;268
100006098;10-7-2022;0,749513889;Sneakers type 2, Reebok;1;1295.84;cash;;712
100006101;4-1-2023;0,759733796;Shirt type 12, Nike;1;974.028;cash;;471
100006101;4-1-2023;0,759733796;Sneakers type 3, Adidas;1;2852.3088;cash;;1637
100006101;4-1-2023;0,759733796;Shoes type 4, Puma;1;2950.52272;cash;;1802
100006123;6-13-2022;0,757893519;Cap type 2, Nike;2;931.6552;cash;;530
100006130;6-16-2024;0,541296296;Sneakers type 4, Adidas;1;1544.51;cash;;739
100006133;7-30-2022;0,666284722;T-shirt type 6, Nike;1;761.2;non-cash;;346
100006140;4-13-2022;0,778969907;Pants type 3, Adidas;1;2170.94;cash;ПІБ 531;1102
100006140;4-13-2022;0,778969907;Cap type 2, Adidas;1;259.284;cash;ПІБ 531;136
100006150;7-19-2024;0,81306713;Cufflink type 1, Adidas;1;526.62;cash;ПІБ 802;262
100006151;4-29-2022;0,608865741;Type 4 shirt, Reebok;1;1673.9;cash;;881
100006184;7-9-2022;0,449918981;Sneakers type 1, Adidas;1;3338.68;non-cash;ПІБ 153;1748
100006192;3-5-2023;0,443993056;Type 2 shirt, Reebok;1;554.4;cash;;252
100006196;1-10-2024;0,830740741;Sneakers type 5, Adidas;1;1620.81;non-cash;;783
100006205;2-17-2022;0,732905093;Cap type 4, Puma;1;423.688;non-cash;;251
100006205;2-17-2022;0,732905093;Pants type 7, Adidas;2;3968.64;non-cash;;1908
100006256;9-8-2022;0,636539352;Cap type 1, Reebok;1;441.0395;cash;ПІБ 809;265
100006256;9-8-2022;0,636539352;Cap type 3, Puma;1;475.06536;cash;ПІБ 809;287
100006256;9-8-2022;0,636539352;Flip flops type 2, Nike;1;639.2992;cash;ПІБ 809;332
100006256;9-8-2022;0,636539352;Pants type 7, Reebok;1;1414.53;cash;ПІБ 809;806
100006256;9-8-2022;0,636539352;Pants type 1, Nike;1;2275.036;cash;ПІБ 809;937
100006256;9-8-2022;0,636539352;T-shirt type 6, Reebok;1;367.3395;cash;ПІБ 809;181
100006257;7-2-2024;0,478356481;T-shirt type 3, Nike;1;418.37;cash;;230
100006257;7-2-2024;0,478356481;Shirt type 11, Puma;1;734.72;cash;;410
100006270;3-18-2023;0,636145833;Pants type 10, Puma;1;1870.2;cash;;1039
100006273;9-28-2024;0,620671296;Shirt type 10, Adidas;1;446.9;non-cash;ПІБ 334;205
100006273;9-28-2024;0,620671296;Shirt type 8, Nike;1;1079.05696;non-cash;ПІБ 334;542
100006274;3-30-2023;0,526666667;Cap type 2, Puma;1;314.64;non-cash;;190
100006283;4-22-2023;0,555231481;Cap type 1, Nike;1;385.21296;cash;;198
100006306;6-5-2024;0,566666667;Tights type 2, Adidas;1;107.52;cash;;56
100006307;9-14-2024;0,433252315;Type 2 shirt, Nike;1;1951.232;non-cash;;824
100006318;1-13-2023;0,728206019;Shoes type 4, Reebok;1;6167.26;cash;;3298
100006318;1-13-2023;0,728206019;T-shirt type 1, Nike;1;339.16;cash;;139
100006323;1-21-2022;0,699988426;Shoes type 3, Adidas;1;3340.7808;non-cash;;1608
100006342;10-16-2023;0,597303241;Cufflink type 2, Puma;1;445.28;cash;;253
100006342;10-16-2023;0,597303241;Pants type 2, Nike;1;1406.532;cash;;597
100006360;5-22-2023;0,386655093;Shirt type 8, Nike;1;1172.888;cash;;542
100006360;5-22-2023;0,386655093;Pants type 4, Nike;2;4720.816;cash;;2014
100006390;8-2-2022;0,552800926;Tights type 7, Adidas;1;797.04;cash;ПІБ 467;369
100006390;8-2-2022;0,552800926;Pants type 12, Puma;1;296.192;cash;ПІБ 467;178
100006404;7-7-2023;0,422337963;Boots type 5, Puma;2;4547.296;cash;;2572
100006425;11-6-2023;0,789652778;Cap type 1, Puma;1;237.984;non-cash;;134
100006429;7-8-2022;0,589375;T-shirt type 6, Adidas;2;662.3;non-cash;;358
100006435;9-4-2023;0,688078704;Shoes type 1, Puma;2;7574.16;non-cash;;4530
100006440;5-25-2024;0,523287037;T-shirt type 1, Reebok;1;309.68;cash;;158
100006465;6-15-2022;0,732384259;Tights type 2, Adidas;1;107.52;cash;;56
100006465;6-15-2022;0,732384259;Cap type 7, Reebok;1;355.68;cash;;195
100006487;5-13-2024;0,533391204;Pants type 4, Nike;1;2360.408;cash;;1007
100006490;5-12-2023;0,727418981;Shirt type 11, Adidas;2;1202.8;non-cash;;620
100006490;5-12-2023;0,727418981;Shirt type 12, Reebok;2;2553.74;non-cash;;1258
100006499;6-24-2024;0,772152778;Shoes type 1, Adidas;1;3155.625;non-cash;ПІБ 780;1875
100006499;6-24-2024;0,772152778;Pants type 4, Nike;2;4484.7752;non-cash;ПІБ 780;2014
100006499;6-24-2024;0,772152778;Sneakers type 6, Adidas;1;2545.92;non-cash;ПІБ 780;1224
100006499;6-24-2024;0,772152778;Shirt type 7, Nike;1;1531.3008;non-cash;ПІБ 780;820
100006499;6-24-2024;0,772152778;Pants type 10, Reebok;1;343.44;non-cash;ПІБ 780;162
100006504;6-17-2022;0,764513889;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100006507;7-6-2023;0,629212963;Cap type 7, Puma;1;351.97344;non-cash;ПІБ 1007;237
100006507;7-6-2023;0,629212963;Pants type 2, Puma;1;1043.12;non-cash;ПІБ 1007;590
100006507;7-6-2023;0,629212963;Cap type 2, Reebok;1;344.344;non-cash;ПІБ 1007;176
100006507;7-6-2023;0,629212963;Belt type 2, Puma;1;234.768;non-cash;ПІБ 1007;146
100006512;6-7-2022;0,841782407;Cufflink type 1, Adidas;2;1053.24;cash;;524
100006512;6-7-2022;0,841782407;Pants type 11, Puma;2;1089.648;cash;;658
100006512;6-7-2022;0,841782407;T-shirt type 4, Adidas;1;195.489;cash;;107
100006512;6-7-2022;0,841782407;Shirt type 12, Nike;1;974.028;cash;;471
100006512;6-7-2022;0,841782407;Shoes type 3, Reebok;1;2325.186;cash;;1389
100006544;8-16-2023;0,446041667;Type 5 shirt, Nike;1;911.744;cash;ПІБ 1190;419
100006558;5-31-2023;0,560358796;Boots type 5, Reebok;1;5673.87;cash;;2741
100006561;4-28-2022;0,70375;T-shirt type 7, Reebok;1;549.12;non-cash;ПІБ 478;286
100006561;4-28-2022;0,70375;Type 2 ball, Reebok;1;100.11;non-cash;ПІБ 478;47
100006561;4-28-2022;0,70375;Cufflink type 6, Reebok;1;413.27;non-cash;ПІБ 478;221
100006564;12-12-2022;0,760046296;Cap type 8, Nike;1;569.64;cash;ПІБ 1016;282
100006622;10-17-2023;0,87150463;T-shirt type 7, Nike;2;1739.168;cash;;782
100006623;6-12-2022;0,74494213;Cufflink type 5, Adidas;1;670.32;non-cash;;342
100006623;6-12-2022;0,74494213;Shirt type 11, Reebok;1;1481.48;non-cash;;814
100006623;6-12-2022;0,74494213;Sneakers type 3, Nike;1;2651.176;non-cash;;1282
100006625;6-11-2022;0,509305556;Cap type 1, Reebok;2;991.1;non-cash;;530
100006649;6-15-2023;0,386863426;Flip flops type 1, Reebok;1;631.488;non-cash;;312
100006649;6-15-2023;0,386863426;Cap type 5, Adidas;1;322.74;non-cash;;163
100006657;1-4-2023;0,471331019;Belt type 1, Reebok;1;613.88;non-cash;;298
100006657;1-4-2023;0,471331019;T-shirt type 3, Adidas;1;623.28;non-cash;;318
100006657;1-4-2023;0,471331019;Cap type 2, Puma;1;376.3584;non-cash;;220
100006663;7-5-2022;0,457592593;Cufflink type 1, Nike;1;495.824;non-cash;ПІБ 145;233
100006667;10-3-2023;0,49630787;Shirt type 11, Puma;1;727.3728;cash;;410
100006674;1-7-2024;0,753761574;T-shirt type 4, Reebok;1;367.14;non-cash;;174
100006674;1-7-2024;0,753761574;Pants type 4, Reebok;2;3891.1488;non-cash;;2352
100006674;1-7-2024;0,753761574;Cap type 4, Nike;1;573.672;non-cash;;246
100006686;4-30-2022;0,563310185;Cap type 3, Nike;1;328.4952;non-cash;ПІБ 726;165
